DATUM,price_total,qty_delivered,uom_factor,real_quantity,price / real qty,PREIS,team_id
2024-03-15T09:59:15.266502,18.90,2.000,1.0,2.0000000000000000,9.4500000000000000,614.2500000000000000,12
2024-01-27T16:51:10.412555,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-27T18:50:52.155791,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-01-27T20:50:39.869336,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-01-29T04:50:46.795977,351.50,1.000,0.015384615384615385,64.999999999999998375,5.407692307692307828,351.500000000000008820,25
2024-01-29T08:51:16.228674,362.20,1.000,0.015384615384615385,64.999999999999998375,5.572307692307692447,362.200000000000009055,25
2024-01-29T12:50:35.675905,351.50,1.000,0.015384615384615385,64.999999999999998375,5.407692307692307828,351.500000000000008820,25
2024-01-29T20:50:58.007188,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-29T20:51:07.747461,335.45,1.000,0.015384615384615385,64.999999999999998375,5.160769230769230898,335.450000000000008370,25
2024-01-30T14:50:29.655023,362.20,1.000,0.015384615384615385,64.999999999999998375,5.572307692307692447,362.200000000000009055,25
2024-01-30T18:51:09.348383,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-30T18:51:10.810707,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-30T18:51:23.684936,378.25,1.000,0.015384615384615385,64.999999999999998375,5.819230769230769376,378.250000000000009440,25
2024-01-30T20:51:20.428175,649.49,2.000,0.015384615384615385,129.999999999999996750,4.996076923076923202,324.745000000000008130,25
2024-01-31T00:50:19.793355,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-31T06:50:32.380702,1006.34,3.000,0.015384615384615385,194.999999999999995125,5.160717948717948847,335.446666666666675055,25
2024-01-31T13:43:19.824734,458.50,1.000,0.015384615384615385,64.999999999999998375,7.053846153846154023,458.500000000000011495,25
2024-01-31T16:51:06.149837,762.44,2.000,0.015384615384615385,129.999999999999996750,5.864923076923077070,381.220000000000009550,12
2024-01-31T18:50:46.752624,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-31T18:50:50.199081,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-01-31T22:50:52.971845,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-01-31T22:50:59.719421,335.45,1.000,0.015384615384615385,64.999999999999998375,5.160769230769230898,335.450000000000008370,25
2024-02-01T04:50:15.918951,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-02-01T08:31:15.640511,344.54,1.000,0.015384615384615385,64.999999999999998375,5.300615384615384748,344.540000000000008620,25
2024-02-01T08:31:35.130197,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-02-01T08:50:35.624673,344.54,1.000,0.015384615384615385,64.999999999999998375,5.300615384615384748,344.540000000000008620,25
2024-02-01T09:11:04.33724,370.50,1.000,0.015384615384615385,64.999999999999998375,5.700000000000000143,370.500000000000009295,18
2024-02-01T21:43:42.972946,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-02-01T21:43:43.982047,389.00,1.000,0.015384615384615385,64.999999999999998375,5.984615384615384765,389.000000000000009725,12
2024-02-02T08:02:54.170773,344.54,1.000,0.015384615384615385,64.999999999999998375,5.300615384615384748,344.540000000000008620,25
2024-02-02T08:02:54.170773,635.58,2.000,0.015384615384615385,129.999999999999996750,4.889076923076923199,317.790000000000007935,25
2024-02-02T08:02:54.170773,344.54,1.000,0.015384615384615385,64.999999999999998375,5.300615384615384748,344.540000000000008620,25
2024-02-02T08:02:54.170773,678.38,2.000,0.015384615384615385,129.999999999999996750,5.218307692307692438,339.190000000000008470,25
2024-02-02T08:02:54.170773,1938.84,6.000,0.015384615384615385,389.999999999999990250,4.971384615384615509,323.140000000000008085,25
2024-02-02T08:02:54.170773,419.00,1.000,0.015384615384615385,64.999999999999998375,6.446153846153846315,419.000000000000010475,34
2024-02-02T08:50:32.615016,462.24,1.000,0.015384615384615385,64.999999999999998375,7.111384615384615562,462.240000000000011530,25
2024-02-02T16:51:19.197582,339.19,1.000,0.015384615384615385,64.999999999999998375,5.218307692307692438,339.190000000000008470,25
2024-02-02T16:51:19.197582,360.59,1.000,0.015384615384615385,64.999999999999998375,5.547538461538461677,360.590000000000009005,25
2024-02-02T18:50:35.413705,1033.62,3.000,0.015384615384615385,194.999999999999995125,5.300615384615384748,344.540000000000008620,25
2024-02-04T08:50:28.765163,360.59,1.000,0.015384615384615385,64.999999999999998375,5.547538461538461677,360.590000000000009005,25
2024-02-04T08:50:28.765163,344.54,1.000,0.015384615384615385,64.999999999999998375,5.300615384615384748,344.540000000000008620,25
2024-02-05T12:50:45.469979,379.00,1.000,0.015384615384615385,64.999999999999998375,5.830769230769230915,379.000000000000009475,12
2024-02-05T12:50:46.386625,409.00,1.000,0.015384615384615385,64.999999999999998375,6.292307692307692465,409.000000000000010225,13
2024-02-05T12:50:54.789865,339.19,1.000,0.015384615384615385,64.999999999999998375,5.218307692307692438,339.190000000000008470,25
